Date,Inflows_m/s^3
12/31/1973,312.844
1/1/1974,545.297
1/2/1974,629.681
1/3/1974,509.023
1/4/1974,533.658
1/5/1974,505.483
1/6/1974,381.71
1/7/1974,297.015
1/8/1974,214.5
1/9/1974,447.264
1/10/1974,562.258
1/11/1974,508.4
1/12/1974,365.938
1/13/1974,298.969
1/14/1974,215.774
1/15/1974,156.479
1/16/1974,238.314
1/17/1974,154.695
1/18/1974,182.53
1/19/1974,181.511
1/20/1974,166.39
1/21/1974,321.084
1/22/1974,654.571
1/23/1974,903.532
1/24/1974,581.74
1/25/1974,423.761
1/26/1974,611.586
1/27/1974,627.359
1/28/1974,583.807
1/29/1974,528.363
1/30/1974,542.72
1/31/1974,445.027
2/1/1974,321.028
2/2/1974,324.68
2/3/1974,254.37
2/4/1974,229.423
2/5/1974,226.676
2/6/1974,341.246
2/7/1974,357.415
2/8/1974,554.783
2/9/1974,587.828
2/10/1974,393.83
2/11/1974,220.276
2/12/1974,242.732
2/13/1974,261.676
2/14/1974,277.505
2/15/1974,283.196
2/16/1974,410.112
2/17/1974,430.614
2/18/1974,315.109
2/19/1974,350.987
2/20/1974,330.315
2/21/1974,268.528
2/22/1974,439.958
2/23/1974,410.848
2/24/1974,369.648
2/25/1974,250.83
2/26/1974,175.904
2/27/1974,262.837
2/28/1974,241.769
3/1/1974,224.609
3/2/1974,235.483
3/3/1974,165.002
3/4/1974,144.416
3/5/1974,168.711
3/6/1974,217.246
3/7/1974,224.75
3/8/1974,220.588
3/9/1974,190.487
3/10/1974,158.008
3/11/1974,133.344
3/12/1974,188.137
3/13/1974,227.497
3/14/1974,221.466
3/15/1974,173.95
3/16/1974,291.295
3/17/1974,177.008
3/18/1974,160.981
3/19/1974,190.855
3/20/1974,212.801
3/21/1974,368.77
3/22/1974,578.484
3/23/1974,631.266
3/24/1974,332.014
3/25/1974,205.155
3/26/1974,203.088
3/27/1974,178.283
3/28/1974,181.114
3/29/1974,330.4
3/30/1974,477.818
3/31/1974,402.891
4/1/1974,361.804
4/2/1974,264.139
4/3/1974,263.063
4/4/1974,329.494
4/5/1974,652.957
4/6/1974,995.052
4/7/1974,1075.076
4/8/1974,685.578
4/9/1974,696.961
4/10/1974,547.958
4/11/1974,385.024
4/12/1974,290.134
4/13/1974,279.26
4/14/1974,263.884
4/15/1974,204.107
4/16/1974,150.164
4/17/1974,315.647
4/18/1974,212.263
4/19/1974,186.579
4/20/1974,213.424
4/21/1974,201.587
4/22/1974,148.89
4/23/1974,247.574
4/24/1974,215.123
4/25/1974,244.714
4/26/1974,145.888
4/27/1974,157.781
4/28/1974,173.072
4/29/1974,163.756
4/30/1974,142.009
5/1/1974,130.456
5/2/1974,190.657
5/3/1974,219.115
5/4/1974,147.021
5/5/1974,256.975
5/6/1974,258.447
5/7/1974,188.731
5/8/1974,144.557
5/9/1974,259.75
5/10/1974,278.354
5/11/1974,252.699
5/12/1974,349.628
5/13/1974,322.727
5/14/1974,444.97
5/15/1974,355.234
5/16/1974,209.941
5/17/1974,219.37
5/18/1974,304.066
5/19/1974,248.168
5/20/1974,174.318
5/21/1974,230.187
5/22/1974,219.568
5/23/1974,162.935
5/24/1974,162
5/25/1974,150.674
5/26/1974,171.09
5/27/1974,173.469
5/28/1974,155.459
5/29/1974,249.386
5/30/1974,277.844
5/31/1974,172.959
6/1/1974,221.664
6/2/1974,263.856
6/3/1974,306.331
6/4/1974,239.617
6/5/1974,217.898
6/6/1974,213.141
6/7/1974,195.612
6/8/1974,254.964
6/9/1974,159.82
6/10/1974,96.192
6/11/1974,155.771
6/12/1974,158.008
6/13/1974,105.169
6/14/1974,113.465
6/15/1974,126.095
6/16/1974,147.814
6/17/1974,86.055
6/18/1974,86.848
6/19/1974,102.847
6/20/1974,103.866
6/21/1974,142.972
6/22/1974,75.606
6/23/1974,115.759
6/24/1974,62.778
6/25/1974,66.941
6/26/1974,105.508
6/27/1974,142.349
6/28/1974,123.886
6/29/1974,137.875
6/30/1974,105.905
7/1/1974,81.467
7/2/1974,59.494
7/3/1974,64.902
7/4/1974,90.076
7/5/1974,56.747
7/6/1974,117.373
7/7/1974,259.552
7/8/1974,333.459
7/9/1974,204.815
7/10/1974,186.608
7/11/1974,118.704
7/12/1974,71.019
7/13/1974,80.023
7/14/1974,63.6
7/15/1974,70.594
7/16/1974,27.354
7/17/1974,79.882
7/18/1974,95.399
7/19/1974,54.34
7/20/1974,64.789
7/21/1974,95.966
7/22/1974,49.469
7/23/1974,46.071
7/24/1974,123.065
7/25/1974,123.461
7/26/1974,75.068
7/27/1974,212.971
7/28/1974,232.113
7/29/1974,143.311
7/30/1974,71.019
7/31/1974,86.593
8/1/1974,85.403
8/2/1974,101.629
8/3/1974,135.383
8/4/1974,142.717
8/5/1974,250.604
8/6/1974,527.74
8/7/1974,345.012
8/8/1974,270.907
8/9/1974,167.777
8/10/1974,143.538
8/11/1974,170.411
8/12/1974,127.992
8/13/1974,89.793
8/14/1974,119.554
8/15/1974,119.214
8/16/1974,109.756
8/17/1974,94.097
8/18/1974,89.708
8/19/1974,27.241
8/20/1974,147.077
8/21/1974,166.474
8/22/1974,133.854
8/23/1974,97.127
8/24/1974,107.66
8/25/1974,82.94
8/26/1974,82.685
8/27/1974,85.262
8/28/1974,129.464
8/29/1974,109.02
8/30/1974,123.036
8/31/1974,105.792
9/1/1974,135.128
9/2/1974,267.424
9/3/1974,262.129
9/4/1974,438.231
9/5/1974,249.018
9/6/1974,1048.146
9/7/1974,2022.952
9/8/1974,1877.517
9/9/1974,1703.935
9/10/1974,624.64
9/11/1974,287.387
9/12/1974,193.97
9/13/1974,169.589
9/14/1974,137.082
9/15/1974,113.834
9/16/1974,95.399
9/17/1974,106.528
9/18/1974,105.225
9/19/1974,123.518
9/20/1974,115.646
9/21/1974,147.049
9/22/1974,96.305
9/23/1974,75.408
9/24/1974,63.316
9/25/1974,87.725
9/26/1974,88.575
9/27/1974,87.187
9/28/1974,122.555
9/29/1974,109.728
9/30/1974,31.771
10/1/1974,61.476
10/2/1974,71.84
10/3/1974,59.069
10/4/1974,46.468
10/5/1974,76.71
10/6/1974,78.834
10/7/1974,71.16
10/8/1974,55.812
10/9/1974,70.481
10/10/1974,83.931
10/11/1974,90.047
10/12/1974,82.997
10/13/1974,76.172
10/14/1974,71.387
10/15/1974,54.708
10/16/1974,115.561
10/17/1974,86.564
10/18/1974,77.39
10/19/1974,149.314
10/20/1974,74.898
10/21/1974,66.261
10/22/1974,33.442
10/23/1974,73.794
10/24/1974,67.734
10/25/1974,103.753
10/26/1974,95.824
10/27/1974,80.08
10/28/1974,54.595
10/29/1974,60.711
10/30/1974,87.895
10/31/1974,86.31
11/1/1974,74.473
11/2/1974,113.664
11/3/1974,80.59
11/4/1974,52.414
11/5/1974,63.628
11/6/1974,78.522
11/7/1974,74.7
11/8/1974,76.54
11/9/1974,87.924
11/10/1974,81.156
11/11/1974,59.635
11/12/1974,96.164
11/13/1974,62.58
11/14/1974,52.924
11/15/1974,110.549
11/16/1974,67.111
11/17/1974,107.151
11/18/1974,60.088
11/19/1974,65.072
11/20/1974,140.366
11/21/1974,78.607
11/22/1974,95.569
11/23/1974,124.084
11/24/1974,47.94
11/25/1974,93.87
11/26/1974,10.421
11/27/1974,22.625
11/28/1974,67.847
11/29/1974,83.676
11/30/1974,112.673
12/1/1974,165.568
12/2/1974,162.312
12/3/1974,164.634
12/4/1974,227.384
12/5/1974,149.994
12/6/1974,117.43
12/7/1974,139.942
12/8/1974,290.672
12/9/1974,599.693
12/10/1974,498.97
12/11/1974,298.884
12/12/1974,225.543
12/13/1974,177.263
12/14/1974,155.601
12/15/1974,144.614
12/16/1974,157.215
12/17/1974,235.029
12/18/1974,215.831
12/19/1974,177.886
12/20/1974,187.825
12/21/1974,158.659
12/22/1974,154.242
12/23/1974,102.875
12/24/1974,117.373
12/25/1974,159.848
12/26/1974,119.384
12/27/1974,136.742
12/28/1974,168.57
12/29/1974,150.334
12/30/1974,135.071
12/31/1974,134.675
1/1/1975,166.786
1/2/1975,96.589
1/3/1975,126.661
1/4/1975,168.287
1/5/1975,134.25
1/6/1975,137.959
1/7/1975,164.549
1/8/1975,219.172
1/9/1975,193.234
1/10/1975,196.49
1/11/1975,819.658
1/12/1975,848.909
1/13/1975,1263.637
1/14/1975,1079.974
1/15/1975,888.779
1/16/1975,503.501
1/17/1975,280.563
1/18/1975,231.235
1/19/1975,218.124
1/20/1975,336.149
1/21/1975,314.26
1/22/1975,441.969
1/23/1975,262.242
1/24/1975,319.329
1/25/1975,545.467
1/26/1975,493.647
1/27/1975,498.432
1/28/1975,433.275
1/29/1975,386.977
1/30/1975,241.174
1/31/1975,209.799
2/1/1975,228.743
2/2/1975,227.724
2/3/1975,201.587
2/4/1975,325.134
2/5/1975,604.819
2/6/1975,617.335
2/7/1975,806.491
2/8/1975,809.436
2/9/1975,443.696
2/10/1975,277.165
2/11/1975,303.471
2/12/1975,330.032
2/13/1975,313.354
2/14/1975,311.315
2/15/1975,314.571
2/16/1975,265.3
2/17/1975,191.252
2/18/1975,246.979
2/19/1975,291.493
2/20/1975,256.72
2/21/1975,208.836
2/22/1975,225.515
2/23/1975,222.598
2/24/1975,222.485
2/25/1975,286.538
2/26/1975,338.159
2/27/1975,254.71
2/28/1975,205.382
3/1/1975,215.491
3/2/1975,227.129
3/3/1975,131.758
3/4/1975,121.422
3/5/1975,177.49
3/6/1975,175.111
3/7/1975,158.857
3/8/1975,186.494
3/9/1975,136.572
3/10/1975,168.853
3/11/1975,116.156
3/12/1975,265.357
3/13/1975,895.774
3/14/1975,1850.786
3/15/1975,1883.577
3/16/1975,2599.68
3/17/1975,2565.474
3/18/1975,1764.561
3/19/1975,2008.737
3/20/1975,2190.503
3/21/1975,2841.166
3/22/1975,2219.896
3/23/1975,1083.599
3/24/1975,765.601
3/25/1975,701.464
3/26/1975,606.008
3/27/1975,405.468
3/28/1975,328.673
3/29/1975,366.448
3/30/1975,1648.632
3/31/1975,2109.403
4/1/1975,2208.682
4/2/1975,1524.661
4/3/1975,691.383
4/4/1975,448.595
4/5/1975,323.746
4/6/1975,247.291
4/7/1975,205.523
4/8/1975,240.891
4/9/1975,214.896
4/10/1975,225.26
4/11/1975,232.028
4/12/1975,230.414
4/13/1975,197.057
4/14/1975,141.839
4/15/1975,389.866
4/16/1975,253.407
4/17/1975,221.947
4/18/1975,197.255
4/19/1975,215.321
4/20/1975,187.655
4/21/1975,167.012
4/22/1975,133.457
4/23/1975,223.731
4/24/1975,146.568
4/25/1975,181.143
4/26/1975,238.739
4/27/1975,200.511
4/28/1975,182.757
4/29/1975,167.239
4/30/1975,190.629
5/1/1975,199.973
5/2/1975,145.718
5/3/1975,314.458
5/4/1975,253.832
5/5/1975,224.212
5/6/1975,345.833
5/7/1975,232.113
5/8/1975,185.9
5/9/1975,177.093
5/10/1975,177.178
5/11/1975,205.778
5/12/1975,211.923
5/13/1975,137.62
5/14/1975,173.157
5/15/1975,198.784
5/16/1975,216.369
5/17/1975,369.166
5/18/1975,344.417
5/19/1975,276.429
5/20/1975,276.457
5/21/1975,212.093
5/22/1975,182.36
5/23/1975,177.093
5/24/1975,146.568
5/25/1975,173.327
5/26/1975,136.091
5/27/1975,130.54
5/28/1975,137.591
5/29/1975,183.181
5/30/1975,172.676
5/31/1975,288.831
6/1/1975,388.761
6/2/1975,678.131
6/3/1975,635.372
6/4/1975,355.178
6/5/1975,285.32
6/6/1975,170.241
6/7/1975,211.923
6/8/1975,165.823
6/9/1975,133.344
6/10/1975,112.927
6/11/1975,103.498
6/12/1975,148.776
6/13/1975,161.972
6/14/1975,267.112
6/15/1975,161.717
6/16/1975,98.203
6/17/1975,117.741
6/18/1975,73.284
6/19/1975,111.285
6/20/1975,125.783
6/21/1975,126.746
6/22/1975,140.536
6/23/1975,69.121
6/24/1975,68.838
6/25/1975,88.632
6/26/1975,140.791
6/27/1975,105.99
6/28/1975,133.599
6/29/1975,126.689
6/30/1975,66.205
7/1/1975,65.922
7/2/1975,84.865
7/3/1975,108
7/4/1975,147.417
7/5/1975,101.091
7/6/1975,65.922
7/7/1975,129.606
7/8/1975,101.827
7/9/1975,107.236
7/10/1975,192.668
7/11/1975,292.597
7/12/1975,355.687
7/13/1975,830.588
7/14/1975,1798.683
7/15/1975,1571.469
7/16/1975,1411.479
7/17/1975,1246.109
7/18/1975,777.551
7/19/1975,334.959
7/20/1975,217.53
7/21/1975,135.439
7/22/1975,155.034
7/23/1975,165.71
7/24/1975,212.603
7/25/1975,290.87
7/26/1975,513.752
7/27/1975,302.876
7/28/1975,171.741
7/29/1975,99.647
7/30/1975,171.345
7/31/1975,122.838
8/1/1975,114.145
8/2/1975,116.58
8/3/1975,119.667
8/4/1975,53.377
8/5/1975,143.849
8/6/1975,318.168
8/7/1975,264.96
8/8/1975,180.718
8/9/1975,116.609
8/10/1975,108.482
8/11/1975,75.832
8/12/1975,49.101
8/13/1975,87.301
8/14/1975,101.289
8/15/1975,80.646
8/16/1975,85.262
8/17/1975,133.372
8/18/1975,98.203
8/19/1975,88.971
8/20/1975,101.119
8/21/1975,109.331
8/22/1975,103.073
8/23/1975,76.342
8/24/1975,122.357
8/25/1975,58.729
8/26/1975,70.056
8/27/1975,107.236
8/28/1975,74.53
8/29/1975,104.149
8/30/1975,83.053
8/31/1975,62.835
9/1/1975,96.447
9/2/1975,53.094
9/3/1975,55.331
9/4/1975,79.797
9/5/1975,83.789
9/6/1975,136.77
9/7/1975,150.277
9/8/1975,146.596
9/9/1975,116.609
9/10/1975,112.135
9/11/1975,129.068
9/12/1975,110.52
9/13/1975,136.742
9/14/1975,125.16
9/15/1975,105.961
9/16/1975,77.163
9/17/1975,89.764
9/18/1975,107.859
9/19/1975,114.117
9/20/1975,195.811
9/21/1975,195.782
9/22/1975,108.198
9/23/1975,426.309
9/24/1975,1125.819
9/25/1975,1426.402
9/26/1975,1321.828
9/27/1975,828.012
9/28/1975,381.88
9/29/1975,232
9/30/1975,157.583
10/1/1975,191.167
10/2/1975,141.414
10/3/1975,143.736
10/4/1975,130.625
10/5/1975,107.915
10/6/1975,83.393
10/7/1975,63.826
10/8/1975,145.293
10/9/1975,184.88
10/10/1975,205.637
10/11/1975,178.141
10/12/1975,106.415
10/13/1975,99.788
10/14/1975,81.524
10/15/1975,97.098
10/16/1975,115.221
10/17/1975,109.954
10/18/1975,463.008
10/19/1975,594.341
10/20/1975,272.946
10/21/1975,249.188
10/22/1975,209.346
10/23/1975,198.274
10/24/1975,196.32
10/25/1975,155.827
10/26/1975,138.781
10/27/1975,40.04
10/28/1975,120.035
10/29/1975,104.008
10/30/1975,103.017
10/31/1975,96.645
11/1/1975,91.633
11/2/1975,119.837
11/3/1975,95.201
11/4/1975,68.838
11/5/1975,106.471
11/6/1975,97.297
11/7/1975,114.315
11/8/1975,123.263
11/9/1975,103.498
11/10/1975,101.686
11/11/1975,75.549
11/12/1975,202.805
11/13/1975,275.126
11/14/1975,362.795
11/15/1975,427.669
11/16/1975,200.426
11/17/1975,104.262
11/18/1975,119.865
11/19/1975,129.578
11/20/1975,117.685
11/21/1975,127.539
11/22/1975,113.522
11/23/1975,144.784
11/24/1975,73.822
11/25/1975,99.93
11/26/1975,91.435
11/27/1975,139.658
11/28/1975,94.153
11/29/1975,93.785
11/30/1975,99.873
12/1/1975,102.224
12/2/1975,64.081
12/3/1975,64.732
12/4/1975,112.927
12/5/1975,85.46
12/6/1975,125.868
12/7/1975,140.225
12/8/1975,250.887
12/9/1975,210.422
12/10/1975,210.79
12/11/1975,183.918
12/12/1975,113.777
12/13/1975,126.123
12/14/1975,166.701
12/15/1975,128.955
12/16/1975,112.842
12/17/1975,118.732
12/18/1975,138.497
12/19/1975,173.27
12/20/1975,167.834
12/21/1975,55.189
12/22/1975,117.713
12/23/1975,80.505
12/24/1975,103.611
12/25/1975,151.438
12/26/1975,319.074
12/27/1975,388.393
12/28/1975,319.159
12/29/1975,216.708
12/30/1975,211.498
12/31/1975,459.525
1/1/1976,1122.251
1/2/1976,1170.617
1/3/1976,943.771
1/4/1976,391.112
1/5/1976,260.769
1/6/1976,246.951
1/7/1976,301.631
1/8/1976,313.382
1/9/1976,243.694
1/10/1976,236.219
1/11/1976,210.62
1/12/1976,133.202
1/13/1976,188.052
1/14/1976,165.115
1/15/1976,157.583
1/16/1976,180.35
1/17/1976,164.266
1/18/1976,146.483
1/19/1976,102.648
1/20/1976,97.438
1/21/1976,184.456
1/22/1976,119.469
1/23/1976,140.083
1/24/1976,122.017
1/25/1976,136.685
1/26/1976,268.67
1/27/1976,654.43
1/28/1976,891.271
1/29/1976,1010.825
1/30/1976,551.271
1/31/1976,360.841
2/1/1976,261.845
2/2/1976,535.188
2/3/1976,382.107
2/4/1976,343.483
2/5/1976,282.064
2/6/1976,225.062
2/7/1976,220.135
2/8/1976,199.435
2/9/1976,143.198
2/10/1976,137.223
2/11/1976,173.554
2/12/1976,134.646
2/13/1976,164.492
2/14/1976,133.032
2/15/1976,176.952
2/16/1976,126.774
2/17/1976,134.193
2/18/1976,172.166
2/19/1976,166.05
2/20/1976,142.462
2/21/1976,156.932
2/22/1976,192.583
2/23/1976,193.744
2/24/1976,278.411
2/25/1976,248.905
2/26/1976,213.707
2/27/1976,226.846
2/28/1976,211.64
2/29/1976,177.858
3/1/1976,142.434
3/2/1976,101.572
3/3/1976,129.266
3/4/1976,149.003
3/5/1976,148.408
3/6/1976,146.341
3/7/1976,135.099
3/8/1976,111.143
3/9/1976,276.712
3/10/1976,352.006
3/11/1976,378.596
3/12/1976,258.278
3/13/1976,268.33
3/14/1976,177.603
3/15/1976,123.433
3/16/1976,255.361
3/17/1976,112.899
3/18/1976,160.131
3/19/1976,180.944
3/20/1976,158.517
3/21/1976,165.115
3/22/1976,112.021
3/23/1976,119.525
3/24/1976,130.937
3/25/1976,152.259
3/26/1976,130.257
3/27/1976,168.683
3/28/1976,100.921
3/29/1976,114.541
3/30/1976,113.211
3/31/1976,158.149
4/1/1976,337.055
4/2/1976,612.011
4/3/1976,531.988
4/4/1976,394.481
4/5/1976,207.93
4/6/1976,233.897
4/7/1976,162
4/8/1976,203.23
4/9/1976,159.14
4/10/1976,148.805
4/11/1976,129.351
4/12/1976,118.223
4/13/1976,123.518
4/14/1976,129.351
4/15/1976,128.049
4/16/1976,124.424
4/17/1976,125.104
4/18/1976,97.325
4/19/1976,119.469
4/20/1976,105.31
4/21/1976,92.313
4/22/1976,130.625
4/23/1976,87.187
4/24/1976,89.141
4/25/1976,115.533
4/26/1976,82.77
4/27/1976,88.773
4/28/1976,65.497
4/29/1976,85.432
4/30/1976,71.103
5/1/1976,174.601
5/2/1976,132.749
5/3/1976,140.734
5/4/1976,116.354
5/5/1976,61.985
5/6/1976,85.035
5/7/1976,113.522
5/8/1976,78.268
5/9/1976,85.941
5/10/1976,83.676
5/11/1976,88.009
5/12/1976,60.711
5/13/1976,85.375
5/14/1976,96.815
5/15/1976,142.349
5/16/1976,170.297
5/17/1976,179.217
5/18/1976,169.533
5/19/1976,93.162
5/20/1976,93.955
5/21/1976,87.329
5/22/1976,68.697
5/23/1976,79.853
5/24/1976,72.831
5/25/1976,90.387
5/26/1976,64.619
5/27/1976,104.659
5/28/1976,93.672
5/29/1976,179.245
5/30/1976,183.266
5/31/1976,425.885
6/1/1976,344.672
6/2/1976,292.852
6/3/1976,347.164
6/4/1976,274.758
6/5/1976,279.062
6/6/1976,221.551
6/7/1976,142.858
6/8/1976,75.464
6/9/1976,108.142
6/10/1976,88.915
6/11/1976,114.683
6/12/1976,114.4
6/13/1976,101.318
6/14/1976,67.337
6/15/1976,50.659
6/16/1976,88.915
6/17/1976,165.229
6/18/1976,233.274
6/19/1976,299.139
6/20/1976,178.99
6/21/1976,247.262
6/22/1976,283.848
6/23/1976,241.854
6/24/1976,260.061
6/25/1976,229.281
6/26/1976,180.774
6/27/1976,137.28
6/28/1976,101.204
6/29/1976,56.464
6/30/1976,92.653
7/1/1976,84.752
7/2/1976,90.246
7/3/1976,106.471
7/4/1976,157.81
7/5/1976,74.02
7/6/1976,47.317
7/7/1976,78.749
7/8/1976,108.425
7/9/1976,97.608
7/10/1976,97.41
7/11/1976,101.431
7/12/1976,19.397
7/13/1976,37.718
7/14/1976,70.962
7/15/1976,38.058
7/16/1976,76.002
7/17/1976,57.596
7/18/1976,57.625
7/19/1976,37.548
7/20/1976,19.086
7/21/1976,49.639
7/22/1976,61.504
7/23/1976,47.091
7/24/1976,147.984
7/25/1976,43.693
7/26/1976,35.991
7/27/1976,24.607
7/28/1976,68.753
7/29/1976,57.398
7/30/1976,84.101
7/31/1976,76.37
8/1/1976,62.92
8/2/1976,36.076
8/3/1976,29.308
8/4/1976,36.415
8/5/1976,48.988
8/6/1976,32.168
8/7/1976,46.949
8/8/1976,56.096
8/9/1976,39.898
8/10/1976,36.047
8/11/1976,49.498
8/12/1976,58.701
8/13/1976,44.91
8/14/1976,182.36
8/15/1976,223.816
8/16/1976,49.498
8/17/1976,36.019
8/18/1976,42.787
8/19/1976,47.997
8/20/1976,42.305
8/21/1976,49.923
8/22/1976,61.561
8/23/1976,34.093
8/24/1976,10.732
8/25/1976,32.423
8/26/1976,33.357
8/27/1976,55.756
8/28/1976,66.318
8/29/1976,47.742
8/30/1976,15.404
8/31/1976,32.253
9/1/1976,26.335
9/2/1976,85.545
9/3/1976,41.682
9/4/1976,39.53
9/5/1976,48.224
9/6/1976,35.113
9/7/1976,19.935
9/8/1976,3.936
9/9/1976,31.12
9/10/1976,98.911
9/11/1976,34.292
9/12/1976,49.441
9/13/1976,9.769
9/14/1976,58.163
9/15/1976,178.169
9/16/1976,83.931
9/17/1976,93.304
9/18/1976,85.347
9/19/1976,40.38
9/20/1976,53.462
9/21/1976,27.92
9/22/1976,40.776
9/23/1976,34.462
9/24/1976,33.102
9/25/1976,35.623
9/26/1976,64.053
9/27/1976,25.712
9/28/1976,51.593
9/29/1976,46.185
9/30/1976,89.34
10/1/1976,65.808
10/2/1976,133.4
10/3/1976,114.711
10/4/1976,105.112
10/5/1976,59.154
10/6/1976,75.436
10/7/1976,54.935
10/8/1976,84.441
10/9/1976,360.331
10/10/1976,779.533
10/11/1976,891.356
10/12/1976,397.171
10/13/1976,295.486
10/14/1976,235.483
10/15/1976,157.017
10/16/1976,103.441
10/17/1976,143.793
10/18/1976,108.595
10/19/1976,81.779
10/20/1976,494.128
10/21/1976,734.736
10/22/1976,731.14
10/23/1976,406.658
10/24/1976,206.769
10/25/1976,149.314
10/26/1976,289.199
10/27/1976,646.104
10/28/1976,509.051
10/29/1976,320.858
10/30/1976,299.79
10/31/1976,247.602
11/1/1976,200.115
11/2/1976,166.078
11/3/1976,122.3
11/4/1976,175.366
11/5/1976,130.88
11/6/1976,132.834
11/7/1976,140.565
11/8/1976,43.58
11/9/1976,67.196
11/10/1976,93.587
11/11/1976,103.668
11/12/1976,93.842
11/13/1976,94.606
11/14/1976,93.219
11/15/1976,58.276
11/16/1976,23.531
11/17/1976,101.629
11/18/1976,87.442
11/19/1976,100.525
11/20/1976,101.742
11/21/1976,136.572
11/22/1976,146.993
11/23/1976,33.98
11/24/1976,84.78
11/25/1976,77.163
11/26/1976,110.436
11/27/1976,87.895
11/28/1976,161.859
11/29/1976,202.295
11/30/1976,485.293
12/1/1976,404.562
12/2/1976,259.892
12/3/1976,170.467
12/4/1976,150.164
12/5/1976,137.875
12/6/1976,80.137
12/7/1976,286.198
12/8/1976,850.892
12/9/1976,872.894
12/10/1976,569.423
12/11/1976,439.448
12/12/1976,409.772
12/13/1976,253.832
12/14/1976,415.464
12/15/1976,351.808
12/16/1976,304.406
12/17/1976,340.764
12/18/1976,301.461
12/19/1976,207.052
12/20/1976,171.77
12/21/1976,158.772
12/22/1976,204.759
12/23/1976,188.958
12/24/1976,173.016
12/25/1976,169.165
12/26/1976,176.215
12/27/1976,141.98
12/28/1976,201.701
12/29/1976,216.369
12/30/1976,170.722
12/31/1976,185.305
1/1/1977,103.526
1/2/1977,93.219
1/3/1977,45.222
1/4/1977,117.571
1/5/1977,129.946
1/6/1977,171.826
1/7/1977,159.678
1/8/1977,121.422
1/9/1977,206.316
1/10/1977,228.148
1/11/1977,170.892
1/12/1977,182.728
1/13/1977,197.028
1/14/1977,274.673
1/15/1977,287.161
1/16/1977,244.232
1/17/1977,155.034
1/18/1977,175.564
1/19/1977,204.221
1/20/1977,134.108
1/21/1977,147.389
1/22/1977,137.082
1/23/1977,125.925
1/24/1977,130.484
1/25/1977,105.14
1/26/1977,126.265
1/27/1977,148.21
1/28/1977,129.549
1/29/1977,181.454
1/30/1977,101.346
1/31/1977,64.364
2/1/1977,67.394
2/2/1977,100.864
2/3/1977,123.631
2/4/1977,124.962
2/5/1977,172.421
2/6/1977,119.072
2/7/1977,85.687
2/8/1977,50.772
2/9/1977,113.494
2/10/1977,116.24
2/11/1977,135.241
2/12/1977,147.247
2/13/1977,162.538
2/14/1977,114.23
2/15/1977,138.837
2/16/1977,151.863
2/17/1977,123.773
2/18/1977,150.985
2/19/1977,130.88
2/20/1977,135.298
2/21/1977,54.482
2/22/1977,107.066
2/23/1977,117.033
2/24/1977,196.462
2/25/1977,180.491
2/26/1977,210.62
2/27/1977,275.268
2/28/1977,203.513
3/1/1977,197.651
3/2/1977,155.714
3/3/1977,154.298
3/4/1977,224.552
3/5/1977,181.511
3/6/1977,303.386
3/7/1977,365.768
3/8/1977,340.679
3/9/1977,251.312
3/10/1977,203.371
3/11/1977,174.063
3/12/1977,158.999
3/13/1977,204.192
3/14/1977,192.583
3/15/1977,280.704
3/16/1977,266.801
3/17/1977,245.337
3/18/1977,227.752
3/19/1977,147.615
3/20/1977,224.807
3/21/1977,204.334
3/22/1977,484.5
3/23/1977,366.193
3/24/1977,321.566
3/25/1977,208.808
3/26/1977,232.623
3/27/1977,155.148
3/28/1977,132.296
3/29/1977,145.577
3/30/1977,223.929
3/31/1977,184.427
4/1/1977,129.917
4/2/1977,159.254
4/3/1977,160.556
4/4/1977,168.06
4/5/1977,626.594
4/6/1977,957.306
4/7/1977,1031.638
4/8/1977,595.078
4/9/1977,406.431
4/10/1977,347.362
4/11/1977,258.702
4/12/1977,246.526
4/13/1977,225.685
4/14/1977,159.084
4/15/1977,166.418
4/16/1977,169.306
4/17/1977,105.905
4/18/1977,130.399
4/19/1977,111.257
4/20/1977,112.673
4/21/1977,108.142
4/22/1977,114.626
4/23/1977,133.684
4/24/1977,170.665
4/25/1977,106.754
4/26/1977,120.516
4/27/1977,111.738
4/28/1977,96.957
4/29/1977,179.84
4/30/1977,141.442
5/1/1977,118.279
5/2/1977,92.511
5/3/1977,73.482
5/4/1977,104.064
5/5/1977,148.295
5/6/1977,127.142
5/7/1977,152.118
5/8/1977,132.494
5/9/1977,118.166
5/10/1977,80.476
5/11/1977,73.935
5/12/1977,99.505
5/13/1977,55.756
5/14/1977,74.105
5/15/1977,63.458
5/16/1977,70.339
5/17/1977,58.786
5/18/1977,60.796
5/19/1977,68.64
5/20/1977,49.441
5/21/1977,82.543
5/22/1977,76.965
5/23/1977,62.92
5/24/1977,65.299
5/25/1977,210.904
5/26/1977,142.915
5/27/1977,129.436
5/28/1977,103.3
5/29/1977,83.053
5/30/1977,75.096
5/31/1977,105.877
6/1/1977,92.058
6/2/1977,69.716
6/3/1977,48.224
6/4/1977,2.492
6/5/1977,36.047
6/6/1977,40.068
6/7/1977,9.26
6/8/1977,110.209
6/9/1977,111.851
6/10/1977,44.825
6/11/1977,89.906
6/12/1977,42.815
6/13/1977,54.821
6/14/1977,64.081
6/15/1977,137.421
6/16/1977,120.686
6/17/1977,86.508
6/18/1977,9.146
6/19/1977,9.09
6/20/1977,52.584
6/21/1977,74.955
